Text,Label
ราคาอาหารเหมาะสมกับปริมาณอาหาร,  B-ValuePos
รสชาติอาหารอร่อย,  B-FoodPos
พนักงานบริการดี,  B-ServicePos
มี,  O
fruit,  O
salad,  O
Welcome,  O
ลูกค้าด้วยค่ะ,  O
ร้านอาจจะเข้าซอยไปนิด,  O
เเต่ไปเเล้วจะประทับใจ,  B-ImpressedPos
อาหารไม่เเพง,  B-PricePos
สเต็กอร่อย,  B-FoodPos
บรรยากาศดี,  B-GoodView
ที่ร้านปลูกฮักไฮโดรโฟนิกเอง,  O
ผักใหม่สด,  O
เนื้อหมักใช้ได้,  O
เมนูหลากหลาย,  B-VariousPos
หรือจะทานกาเเฟ,  B-FoodPos
ก็อร่อย,  I-FoodPos
วิวดี,  B-GoodView
มองเห็นบ่อน้ำ,  O
ร้านโล่งๆสบายตา,  O
มา4ครั้งเเล้วค่ะ,  O
ราคาและคุณภาพเทียบเท่ากับซานตาเฟ่เลยค่ะแต่เมนูริบอายสเต็กที่สั่งมา,  B-ImpressedPos
ราคาถูก,  B-PricePos
และชิ้นใหญ่กว่ามากอร่อย,  O
นุ่มลิ้น,  O
น้ำราดอร่อย,  O
อิ่มพุงแตกกันเลยสลัดบาร์ที่เราได้มาจานนึง,  O
คือแฟนเราสั่ง2อย่างค่ะ,  O
เลยได้เป็นของแถมสลัดบาร์นี่ตักเองได้เลย,  O
แต่ตักได้ครั้งเดียว,  O
หากอยากตักเพิ่ม,  O
คิด,  O
59,  O
บาทนะคะส่วนแฟนเราสั่งสเต็กหมู,  O
+,  O
ไส้กรอก,  O
หมูไม่เหนียวเลย,  B-FoodPos
กำลังดี,  I-FoodPos
อร่อยสมราคา,  B-FoodPos
มีผลไม้ให้เป็นออเดิร์ฟระหว่างรออาหาร,  O
มีสเต็กหลายแบบให้เลือก,  B-VariousPos
ทั้งสเต็กหมู,  O
สเต็กเนื้อ,  O
ซี่โครง,  O
ขนมปังทาเนยก็อร่อย,  O
สลัดมีผักหลายชนิด,  B-VariousPos
ทั้งยังสดอีกด้วยสปาเก็ตตี้ก็มี,  O
ทั้งแบบผัดฉ่าทะเลที่มีทั้งหอย,  O
ปลาหมึก,  O
กุ้ง,  O
สปาเก็ตตี้คาโบนาราที่ฉ่ำซอส,  O
บรรยากาศร้านเล็กๆ,  O
แต่ดูอบอุ่น,  O
ราคาไม่แพงครับสำหรับร้านนี้,  B-PricePos
ส่วนตัวคิดว่าโกโก้ที่ร้านรสชาติเข้มข้นเลยครับ,  B-FoodPos
ใครที่ชอบกินโกโก้ก็ลองแวะมากินร้านนี้ดู,  B-RecommendPos
ร้านนี้ก็เปิดได้หลายเดือนแล้ว,  O
แต่พึ่งได้แวะมาชิม,  O
เมนูเด็ดของทางร้านคือเมนูพวกโกโก้,  O
แต่เริ่มถนัดโกโก้ของเลือกเป็นชาเขียวมัทฉะลาเต้เพิ่มไข่มุกด้วย,  O
ราคาแก้วละ,  O
50,  O
บาท,  O
ถือว่าไม่แพงเลย,  B-PricePos
รสชาติมัทฉะดีมาก,  B-FoodPos
หอมและขมกำลังดี,  B-FoodPos
ไม่หวานมากด้วย,  B-FoodPos
วันนี้เมนูได้สั่งมาคือ,  O
มัทฉะลาเต้🍵,  O
กับ,  O
ดับเบิ้ลดาร์คโกโก้🍫,  O
เข้มข้น,  O
ไม่หวานมาก,  B-FoodPos
รสชาติดี,  B-FoodPos
ระบบบริหารจัดการสอบตก,  B-ServiceNeg
ตกแบบน่าเปนห่วง,  O
อาหารออกช้า,  B-ServiceNeg
เพราะคุณขาดคนคุม,  O
สเตชั่นตีกระดิ่งเรียกเสริฟ,  O
รอไป,  O
5,  O
นาทีของยังอยู่,  O
ผมต้องเดินไปถามและเสิรฟตัวเอง,  O
พนักงานที่ปรุงอาหารขาดประสบการณ์,  B-ServiceNeg
ติ่มซำในตู้เยนหมด,  O
ไม่เติม,  O
ขอโต๊ะ4คนอีก2คนกำลังจะมา,  O
เรียกให้ไปยืนรอไม่ให้โต๊ะต้องรอจนกว่าเพื่อนจะครบ,  O
ห่วยมาก,  B-ImpressedNeg
ไม่เคยเจอ,  B-ImpressedNeg
ปกติมาบ่อยนะ,  B-RecommendNeg
แต่คงไม่มาอีกละ,  I-RecommendNeg
จัดมา​,  O
2​,  O
แก้ว​,  O
แก้วแรกเป็นกาแฟส้มจี๊ดอเมริกาโน่​,  O
Calamansi,  B-RecommendPos
Americano​,  I-RecommendPos
แก้วนี้ร้านแนะนำ​,  I-RecommendPos
รสออกสดชื่น​,  B-FoodPos
กาแฟรสไม่เข้มไป​,  I-FoodPos
ชอบนะ​อีกแก้วคือสับปะรด​โซดา​,  B-FoodPos
อันนี้ดีเลย​,  I-FoodPos
ตรงขอบแก้วมีเกลือเค็ม​ตัดกะรสเปรี้ยวหวานซ่าๆ​,  O
กินคู่กับ​,  O
Canalé​,  B-FoodPos
เนื้อหนึบๆ​,  I-FoodPos
แป้งข้างนอกกรอบนิดๆ​,  I-FoodPos
หวานกำลังดี​,  I-FoodPos
อาหารที่นี่ราคาโอเคไม่ได้แพง,  B-PriceNeu
อาหารจะอร่อยเป็นบางอย่าง,  B-FoodNeu
บางอย่างเฉยๆ,  B-FoodNeu
อาหารจะติดหวาน,  O
ของทอดจะมีกลิ่นน้ำมัน,  O
ที่อร่อยและแนะนำคือพวกยำต่างๆเช่นยำสามไข่,  O
ยำทะเล,  O
และแนะนำแกงป่าปลาเห็ดโคนใช้ได้ครับ,  B-FoodPos
ปลาหมึกนึ่งมะนาว,  O
ลอยมาในน้ำซุป,  O
มีรสชาติสดอร่อยของตัวหมึกและซุปที่ไม่เปรี้ยว​มาก,  B-FoodPos
ร้านอาหารทะเลแถวเขาสามมุกมีหลายร้านมาก,  O
ร้านคุณโอ๋เป็นหนึ่งในหลายร้านที่ได้เสียงตอบรับค่อนข้างดี,  O
เลยเลือกมาทานจอดรถหน้าร้าน,  O
คนเต็มทุกโต๊ะ,  O
รอไม่นาน,  B-ServicePos
ได้นั่งโต๊ะริมทะเล,  B-GoodView
ตัวร้านอยู่ติดริมถนนมองเห็นง่าย,  B-LocationPos
พอจะจอดรถริมถนนได้อยู่,  O
ทางร้านไม่รับจองคิว,  O
ถ้ามาตอนเที่ยงๆคนก็จะเยอะหน่อย,  O
ส่วนอาหารนั้นออกไวมาก,  B-ServicePos
ถึงบรรยากาศจะไม่ค่อยมีอะไร,  B-ViewNeu
แต่อาหารสด,  B-QualityPos
รสชาติโอเค,  B-FoodNeu
ราคาไม่แพงเลย,  B-PricePos
เมนูที่ไม่ควรพลาดคือ,  B-RecommendPos
หมึกนึ่งมะนาว,  I-RecommendPos
รสชาติจี้ดจ้านที่ลงตัวทั้งเผ็ด,  B-FoodPos
เปรี้ยว,  O
และเค็ม,  O
หอมกลิ่นมะนาวสด,  O
เป็นเมนูที่เด็ดสุดในร้าน,  O
จนต้องยกให้เป็นเดอะเบสเลยค่ะนอกจากหมึกนึ่งมะนาวแล้ว,  O
ยังมีอาหารอื่น,  O
ๆ,  O
อีกหลายเมนูที่น่าลอง,  O
เช่น,  O
น้ำพริกปูไข่,  O
ที่เนื้อปูไข่แน่นๆ,  O
เสิร์ฟพร้อมผักสด,  O
ทำให้รู้สึกถึงความสดใหม่ของวัตถุดิบ,  B-QualityPos
หรือจะเป็น,  O
ข้าวผัด,  O
หอมกลิ่นกระทะ,  O
ผัดด้วยวัตถุดิบคุณภาพดี,  B-QualityPos
ทุกจานที่เสิร์ฟมาราคาก็เป็นมิตร,  B-PricePos
ราคาอาหารที่นี่,  B-PricePos
ไม่แพง,  I-PricePos
ให้จานใหญ่,  I-PricePos
ถ้าเทียบกับร้านอาหารในอ่างศิลาหลายๆร้าน,  B-ImpressedNeu
แต่เราว่าก้อไม่ได้อร่อยแบบว้าวทุกอย่างตามที่เค้ารีวิวกัน,  I-ImpressedNeu
เมนูที่ต้องสั่งเลยคงเป็น,  O
กุ้งแชบ๊วยผัดพริกเกลือ,  O
กุ้งตัวใหญ่,  B-QualityPos
ผัดพริกเกลือมาเข้มข้น,  O
โรยกระเทียมด้านบนจุกๆ,  O
ได้ลองชิมยำไข่ปู,  O
+,  O
เนื้อปู,  O
อร่อยเบยค่า,  B-FoodPos
ถูกใจ,  B-ImpressedPos
แอบหวานนิดๆนะคะ,  O
แต่ไม่ได้โดดมาก,  O
ได้นั่งริมทะเล,  O
บรรยากาศดีค่า,  B-GoodView
หลังจากได้ที่นั่ง,  O
5,  O
นาที,  O
อาหารจานแรกก็มาเสริฟแล้วค่า,  O
สุดยอดร้านอาหารทะเลในอ่างศิลา,  O
ทั้งวิวและราคานั้นไม่พูดถึงเลยคงไม่ได้,  O
สำหรับร้านโอ๋นี้,  O
ที่อยู่ล็อค,  O
33,  O
ตามชื่อร้านเลย,  O
ที่สดแบบเหมือนจับกันใหม่,  B-QualityPos
เนื้อแน่นๆ,  O
เลยในทุกเมนู,  O
เป็นอาหารทะเลที่ราคาถูกมากกกก,  B-PricePos
ราคาสมเหตุสมผลใดๆคือสด,  B-ValuePos
อร่อยด้วยคนเยอะจริง,  B-FoodPos
เพราะเป็นร้านดัง,  O
แต่เราว่าก็ไม่ได้รอนานมากจนเกินไป,  O
ร้านนี้มีเมนูปลาทูสดหลากหลายอย่างดี,  B-VariousPos
รวมถึงเมนูประจำวันที่เน้นแนวอาหารทะเลอื่นๆ,  O
อีก,  O
เราได้ลองฉู่ฉี่ปลาทู,  O
ปลาสดดี,  O
รสแกงออกหวานๆ,  O
ไม่เผ็ดมากซดได้สบาย,  O
เมนูปลาหมึกย่างรสหมักอ่อนๆ,  O
ย่างไม่เกรียมมาก,  O
ทอดมันกุ้งรสชาติโอเคนะ,  B-FoodPos
บรรยากาศร้านเหมือนทานในบ้าน,  O
สบายๆ,  O
พนักงานน่ารัก,  B-ServicePos
บริการดีค่ะ,  B-ServicePos
มาร้านนี้นอกจากเมนูปลาทูทั้งหลายที่ต้องสั่งแล้ว,  O
อยากแนะนำทอดมันกุ้งอีกอย่าง,  B-RecommendPos
คือดีมาก,  O
กุ้งแท้ๆ,  O
ไม่แป้ง,  O
เนื้อกุ้งหวานๆ,  O
อร่อยมากเลย,  B-FoodPos
ร้านเป็นแบบสไตล์กินที่บ้านค่ะ,  O
ตอนเดินเข้าร้านเหมือนเดินเข้าบ้านใครสักคน,  O
แต่มีโต๊ะไม้เรียงอยู่เพียบ,  O
มีที่จอดรถกว้างขวาง,  B-ConveniencePos
เลือกโต๊ะ,  O
นั่งสักพักพนักงานมารับรายการอาหารค่ะเมนูที่นี่มีแผ่นเดียวนี่ละค่ะ,  O
หน้าหลัง,  O
มีรายการอาหารไม่เยอะมาก,  B-VariousNeu
แยกเป็นกลุ่มๆ,  O
ให้เราเห็นชัดเจน,  O
ราคาที่แปะอยู่ก็ชัดเจนดี,  O
สั่งอาหารไปไม่นาน,  O
ก็ทยอยมาเสิร์ฟครบถ้วน,  O
ร้านอาหารไทยบ้านๆ,  O
ที่,  O
หาดวอน,  O
ณ,  O
ภา,  O
...,  O
ร้านครัวปลาทู,  O
ชื่อก็แจ้งออกชัดว่าร้านนี่ต้อง,  O
ปลาทูเด็ด,  O
!,  O
!,  O
ทางร้านเป็นชาวประมงจับปลาทูเอง,  O
เลยมีปลาทูสดๆมาเป็นวัตถุดิบในร้าน,  B-QualityPos
ปลาทูทอดราดพริกสด’,  B-RecommendPos
อันนี้อร่อยค่ะทอดมากำลังดี,  I-RecommendPos
หอมๆ,  I-RecommendPos
ราดน้ำปลาพริกสดกระเทียมจานนี้เด็ด,  I-RecommendPos
แนะนำเลย,  I-RecommendPos
กินกับข้าวสวยร้อนๆ,  O
อร่อยมาก,  B-FoodPos
มาเช้งเม้ง,  O
แวะมากินร้านนี้ปลาทูทอดน้ำปลาอร่อย,  O
กลมกล่อมเข้าเนื้อ,  O
ทอดดี,  O
ไม่รู้ทำไงไม่เคยกินปลาทูทอดรสนี้,  O
จานนี้4ดาวไข่เจียวปูที่กินใช้ได้นะ,  B-FoodNeu
หอมมาเลยทอดมันกุ้ง,  B-FoodNeu
ใช้ได้,  I-FoodNeu
พนักงานไม่สามารถดูแลลูกค้าได้อย่างทั่วถึงที่แย่มากคือในซุ้มของอาหารญี่ปุ่น,  B-ServiceNeg
ต้องต่อคิวอย่างยาว,  B-ImpressedNeg
เผื่อที่จะรับซาชิมิ,  I-ImpressedNeg
1,  I-ImpressedNeg
จาน,  I-ImpressedNeg
!,  O
!,  O
!,  O
โครตเสียเวลา,  B-ImpressedNeg
ส่วนซูชิก็ต้องให้พนักงานจดไว้ว่าจะเอาอะไร,  O
ทำเสร็จจะเอามาส่งที่โต๊ะ,  O
รอไปเถอะ,  O
ร้านกว้างขึ้น,  B-ImpressedNeg
เดินไกลขึ้น,  I-ImpressedNeg
คนต่อคิวนานขึ้นเลยทำให้เสียเวลาไปพอสมควร,  I-ImpressedNeg
ต้องรีบๆกิน,  O
ไม่มีเวลามานั่งชิมอาหารหรือว่าพูดคุยเท่าไร,  O
ไปถึงพนักงานจะให้เอา,  O
ref,  O
code,  O
ไปลงทะเบียนเพื่อรับคิว,  O
มีน้ำแตงโมเสิร์ฟขณะรอคิวด้วย,  O
การจัดการเป็นระบบระเบียบดีมาก,  B-ServicePos
พอถึงคิวก็เข้าไปนั่งที่โต๊ะ,  O
ร้านตกแต่งใหม่สวยและกว้างขวางมาก,  B-GoodView
เมนูพิเศษจะมาเสิร์ฟที่โต๊ะเอง,  O
ส่วนเมนูอื่นๆ,  O
จะมีทั้งเคาน์เตอร์ที่ให้สั่ง,  O
พวกเมนูที่ต้องปรุงหรือมีขั้นตอนประกอบอาหาร,  O
และสเตชั่นที่รอรับอาหารได้เลย,  O
เช่นซุป,  O
ก๋วยเตี๋ยว,  O
ปลาดิบ,  O
ของหวานต่างๆ,  O
ร้านปรับปรุงใหม่ใหญ่ขึ้นเยอะ,  O
ดูกว้างขวางโปร่งสบายกว่าแต่ก่อน,  O
พนักงานก็บริการดี,  B-ServicePos
อาหารแต่เดิมว่าเยอะแล้วนี่ยิ่งเยอะขึ้นไปอีก,  O
กินให้หมดทุกเมนูนี่ไม่ไหวจริงๆเมนูโปรดก็มีสเต็กเนื้อ,  O
สเต็กแกะทีโบน,  O
สปาเก็ตตี้ซอสดำ,  O
ซูชิวากิว,  O
ซุปทรัฟเฟิล,  O
ซาซิมิ,  O
เกาเหลาเนื้อก๋วยเตี๋ยวเรือ,  O
ระบบการจัดการของ,  O
Copper,  O
คือดีงามมาก,  O
ไม่ต้องรอคิวนานเลย,  O
แต่ละจุดบริการไวมาก,  B-ServicePos
มีให้บริการสั่งอาหารหลายจุดด้วยค่ะ,  O
ได้มาลอง,  O
Copper,  O
Beyond,  O
Buffet,  O
ครั้งแรก,  O
ประทับเลยค่ะ,  B-ImpressedPos
ร้านใหญ่,  O
ตกแต่งสวยงาม,  B-GoodView
อาหาร,  O
เครื่องดื่ม,  O
ขนมหวาน,  O
จัดเต็มมาให้เลือกเพียบ,  O
พนักงานบริการดีมากๆ,  B-ServicePos
เอาใจใส่พูดจาดี,  B-ServicePos
บริการดี,  B-ServicePos
เครื่องดื่ม,  O
มี,  O
softdrink,  O
กาแฟจากเครื่องกด,  O
การสั่งอาหารสามารถเดอนไปสั่งที่จุดสั่งแจ้งเลขโต๊ะ,  O
บอกรายการอาหาร,  O
หรือ,  O
ไปที่,  O
station,  O
สั่งได้เลย,  O
ร้านนี้เป็นร้านบุฟเฟ่อาหารนานาชาติที่เราชอบมากที่สุดเลยรู้สึกว่าให้ทั้งคุณภาพและความคุ้มค่าราคาได้ดีงามมาก,  B-ImpressedPos
รสชาติดีในทุกสเตชั่นใส่ใจวัตถุดิบดีมาก,  B-FoodPos
ส่วนตัวชอบทานซุปเห็ดทรัฟเฟิลมากๆค่ะ,  O
เป็นเมนูที่ไปทานทุกทีต้องทานอย่างน้อยสามถ้วย,  O
ขึ้นไป,  O
ช่วงหลังเสิร์ฟพร้อมกับครัวซองด้วยทานเพลินมากค่ะ,  O
เมนูที่สั่ง,  O
ซุปเห็ดทรัฟเฟิล,  O
b,  O
รถเค็มๆมันๆหอมทรัฟเฟิลปลาย,  O
ลิ้นก๋วยเตี๋ยวเรือเนื้อวากิว,  O
b+,  O
มีความลดจัดจ้านเผ็ดแต่ไม่เผ็ดมาก,  O
แบบเข้มข้นค่ะอร่อยดีเมนูนี้ชอบ,  B-FoodPos
เป็นบุฟเฟต์ที่มีไลน์อาหารให้เลือกเยอะมากเสริฟแบบ,  B-VariousPos
fine,  O
dining,  O
จัดจานสวย,  O
รสชาติดีมากมีอาหารหลากหลายประเภททั้งอาหารไทย,  B-FoodPos
อาหารญี่ปุ่น,  O
อาหารฝรั่ง,  O
และมีขนมให้เลือกมากมายซุปทรัฟเฟิล,  O
อร่อยมาก,  O
เสริฟพร้อมครัวซอง,  O
(,  O
สามารถไม่เอาครัวซองได้,  O
),  O
ก๋วยเตี๋ยวเรือสั่งได้ทั้งเนื้อและหมูพานาคอตต้าวนิลา,  O
และช็อคโกแลตลาวา,  O
อร่อย,  B-FoodPos
บุฟเฟต์พรีเมี่ยม,  O
ที่ไม่ได้มีแค่ความอลังการ,  O
การเสริฟและการจัดจานของที่นี่ยังสวยงามอีกด้วย,  O
ไลน์อาหารเยอะมาก,  B-VariousPos
เนื้อวากิว,  O
หมู,  O
เห็ด,  O
เป็ด,  O
ไก่,  O
มา,  O
แบบอลังการงานสร้าง,  O
ให้แบบไม่กั๊ก,  O
ที่แน่ๆ,  O
ถ้าอยากจะทานต้องโทรไปจองคิวก่อนนะ,  O
เพราะคนเยอะมาก,  O
Copper,  O
เป็นร้านอาหารบุฟเฟต์ที่เป็นจุดกระแส,  O
บุฟเฟต์นานาชาติ,  O
ที่อร่อยทุกอย่าง,  B-FoodPos
จากยุคก่อน,  O
ที่คนต้องหาทานแบบนี้ตามโรงแรมเท่านั้นมาถึงยุคนี้,  O
ที่ร้านแต่ละร้านแข่งกันที่วัตถุดิบที่หายาก,  O
พิเศษๆ,  O
แต่,  O
Copper,  O
ยังยืนหยัดที่ความหลากหลาย,  B-VariousPos
วัตถุดิบ,  O
ไม่ได้ต้องพิเศษมากมายทุกๆ,  O
อย่าง,  O
แต่ทีเด็ดคือ,  O
ทำให้อร่อย,  B-FoodPos
ทุกอย่าง,  O
มาพร้อมกับบริการ,  O
และ,  O
ระบบร้านอาหารชั้นเลิศ,  O
ถือเป็นประสบการณ์ทานอาหารที่น่าประทับใจอีกมื้อนึง,  B-ImpressedPos
อาหารอร่อยใช้ได้,  B-FoodPos
คุณภาพดี,  B-QualityPos
มีให้เลือกหลากหลายผมได้ทานเนื้อไปหลายเมนู,  B-VariousPos
คุณภาพเนื้อดี,  B-QualityPos
ไม่แนะนำร้านนี้นะคะไม่ประทับใจทั้งรสชาติ,  B-RecommendNeg
และ,  I-RecommendNeg
บริการของทางร้าน,  I-RecommendNeg
มากินชาบู,  O
สั่งน้ำต้มยำ,  O
รสชาดไม่ถูกปาก,  B-FoodNeg
แต่ทานจนน้ำซุปแห้ง,  O
พนักงานเดินมาเติมน้ำซุปให้,  O
เลยขอเป็นน้ำดำแทน,  O
พนักงานบอกไม่ได้,  O
งง,  O
เลยฝืนใจกินๆไป,  O
ไม่ประทับใจ,  B-ImpressedNeg
ยกเป็น,  O
1,  O
ร้านที่ประทับใจมากๆในเกาะภูเก็ตอาหารรสชาติอร่อยเข้มข้น,  B-ImpressedPos
ราคาโดยรวมเหมาะสม,  B-ValuePos
กับวัตถุดิบ,  I-ValuePos
และรสชาติ,  I-ValuePos
กุ้งผัดกะปิสะตอยกให้เป็นร้านที่ทำได้อร่อยมากๆ,  B-FoodPos
กุ้งตัวใหญ่เนื้อแน่นๆ,  O
หอมหวานกลิ่นกุ้ง,  O
บวกกับสะตอเม็ดกรอบๆ,  O
น้ำซอสผัดมารสชาติเค็มหวาน,  O
หอมกลิ่นกะปิมีความเผ็ดทานคู่กับข้าวสวยร้อนๆ,  O
แค่น้ำซอสคลุกข้าวก็อร่อยแล้ว,  O
ชอบร้านนี้ตรงที่ทำอาหาร,  O
รสชาติไม่ติดหวาน,  O
มีความเค็มนำแต่ไม่เค็มมาก,  O
ใครสายรสจัด,  O
แนะนำเลยวัตถุดิบต่างๆสดใหม่คุณภาพดี,  B-RecommendPos
ปลากระพงทอดน้ำปลามาพร้อมกับ,  O
น้ำจิ้มยำมะม่วง,  O
เข้ากันได้ดีแบบสุดๆ,  B-FoodPos
เนื้อกุ้ง,  O
หวาน,  O
เนื้อแน่น,  O
หอมกุ้ง,  O
เจ้าของร้านอัธยาศัยบริการดี,  B-ServicePos
ในร้านคนค่อนข้างเยอะ,  O
แต่พนักงานรับออเดอร์เร็วมาก,  B-ServicePos
อาหารรอไม่นานทยอยเสิร์ฟที่สั่งมาจนครบ,  B-ServicePos
รสชาติอาหารดีใช้ได้,  B-FoodNeu
ความหลากหลายของเมนูมีเยอะให้เลือกจนตาลาย,  B-VariousPos
ใครชอบแบบไหนก็เลือกได้เลย,  O
ร้านดังจากกรุงเทพมาเปิดใหม่ที่ภูเก็ตสไตล์ร้านข้าวต้มโตรุ่ง,  O
ราคาถูก,  B-PricePos
ใหม่,  O
สด,  B-QualityPos
สะอาด,  B-CleanPos
มีทั้งแขกไทยและชาวต่างชาติเข้าไปนั่งทานกันมากมายพนักงานบริการประทับใจมากค่ะ,  B-ServicePos
สั่งบะกุ๊ดเต๋กับปาท่องโก๋สังขยาใบเตยมาทาน,  O
บะกุ๊ดเต๋หอมเครื่องยาจีนเบาๆกลิ่นไม่ฉุน,  O
รสชาติน้ำซุปกลมกล่อม,  B-FoodPos
เครื่องในคือดี,  B-FoodPos
ตับลวกสุกเด้งๆนุ่มๆ,  O
อร่อย,  B-FoodPos
ซี่โครงหมูเปื่อยนุ่ม,  O
อร่อย,  B-FoodPos
ส่วนปาท้องโก๋,  O
เสริฟมาแบบตัวยาว,  O
เหนียวนุ่ม,  O
ไข่ตุ๋นทะเลหม้อไฟไม่ผ่านค่ะ,  B-FoodNeg
ไข่สุกเกินไป,  O
ไม่หอมเลย,  B-FoodNeg
กุ้งไม่สด,  B-QualityNeg
แต่ก็อาจจะตามราคา,  O
ส่วนจ๊อปูทอดแข็งไปหน่อยค่ะ,  O
โดยรวมสไม่ประทับใจ,  B-ImpressedNeg
เซ็งครับ,  B-ImpressedNeg
ยอมรับเลยว่าเซ็ง,  I-ImpressedNeg
คือเข้าใจนะว่าอาหารสำหรับกรุ๊ปทัวร์,  O
ร้านส่วนใหญ่จะทำล่วงหน้า,  O
แต่นี่มาแต่ละอย่าง,  O
ไม่มีอะไรร้อนเลย,  O
เย็นชืดทุกอย่าง,  O
รสชาติก็กลางๆ,  B-FoodNeu
ไม่ได้มีอะไรที่เข้มข้นโดนใจเลย,  O
อาหารโดยรวมอร่อยทุกเมนูเลย,  B-FoodPos
รสชาติดี,  B-FoodPos
วัตถุดิบอาหารทะเลสดใหม่,  B-QualityPos
ราคาโอเค,  B-PriceNeu
สมเหตุสมผล,  B-ValuePos
ร้านอาหารขนาดใหญ่,  O
มีที่จอดรถเยอะมากแนวมีนักร้องเพลงดนตรีสด,  B-ConveniencePos
จัดงานเลี้ยง,  O
เพื่อนฝูง,  O
การบริการจัดว่าดี,  B-ServicePos
แม้คนเยอะแต่ก็ทำได้ไวเมนูไหนช้ามาก,  O
ก็ลองตามได้อาหารทำรสชาติได้ดีมาตรฐาน​ทุกเมนูไม่เจอรายการแย่,  B-FoodPos
นอกจากอาหารดีแล้ว,  B-FoodPos
ห้องน้ำสะอาด,  B-CleanPos
แต่ร้านร้อน,  O
ร้านแน่นๆ,  O
ๆอแดดที่ปะทะหน้า,  O
อาหารออกเร็ว,  B-ServicePos
และทีคุณภาพ,  O
มากี่ทีก็ที่นี่แหละ,  O
ยังไม่นอกใจ,  O
จนพนักกงานจำหน้าได้ละ,  O
ำข่เจียวที่สั่ง,  O
ดรอบไม่อมน้ำมันแต่กินหบายไึนนะมันเลี่ยนอยู่,  O
ปีดฉ่า,  O
ต้มยำ,  B-FoodPos
คือดีมากก,  I-FoodPos
เข้มสะใจ,  B-FoodPos
กมึกทอดกรเทียมเค็มๆกรอบๆ,  O
ดี,  O
ร้านอาหารหาไม่ยากครับ,  B-LocationPos
ตามแผนที่มาได้เลย,  O
ที่จอดรถสะดวกสบาย,  B-ConveniencePos
ที่นั่งเยอะ,  O
กว่า,  O
50,  O
โต๊ะ,  O
ครับร้านไม่มีแอร์นะคับ,  O
อากาศจะร้อนนิดนึงอาหารที่ชอบเนื้อปูก้อนผัดผงกะหรี่,  O
ปูก้อนใหญ่ลงตัว,  O
เครื่องแกงกะหรี่เข้มข้นอร่อยลงตัวต้มยำน้ำใสปลาหมึก,  O
รสชาติกลมกล่อม,  B-FoodPos
ครบทุกรส,  B-FoodPos
ไม่เผ็ดเกินไปเรียกว่าเมนูครบ,  B-FoodPos
เยอะ,  I-FoodPos
อร่อย,  I-FoodPos
อิ่มแน่นอน,  O
เมนูหอยเชลล์อบชีสคือดีมาก,  B-FoodPos
ชอบโดนใจผัดฉ่าทะเลเผ็ดร้อน,  O
อาหารโดยรวมรสชาติจัดจ้านราคาไม่แรง,  B-FoodPos
คนเยอะมาก,  O
ต้องรอคิวนิดนึงแต่พอได้คิวแล้ว,  O
สั่งอาหารแป๊บเดียว,  B-ServicePos
อาหารมาไวมากจัดการได้ดี,  B-ServicePos
กุ้งดีงาม,  B-FoodPos
น้ำจิ้มแซ่บหอยเซลล์ผัดฉ่าน้ำพริกไข่ปู,  B-FoodPos
ก็เด็ด,  I-FoodPos
ผักลวกก็ต้องมาแกงส้มกุ้งไข่ตุ๋น,  O
ปูล้นๆๆๆหอยจ้อปู,  O
ปูจุกๆๆ,  O
ที่จอดรถดีกว้างขวาง,  B-ConveniencePos
มีมุมถ่ายรูปนิดนึง,  O
ก็น่ารักดีน้า..ที่นั่งทานข้าว,  O
เยอะ,  O
ร้านกว้างใหญ่,  O
อาหารที่ขึ้นชื่อทางร้าน,  O
เช่น,  O
หอยเชลล์อบเนยไข่เจียวโคตรปู,  O
โดยสั่งหลายอย่างเพราะรสชาติค่อนข้างดี,  B-FoodPos
แต่ที่ประทับใจสุด,  B-ImpressedPos
คือ,  I-ImpressedPos
ข้าวเปล่าฟรี,  I-ImpressedPos
เหมาะกับสายคาร์โบไฮเดรต,  O
นอกจากนี้,  O
ราคาของอาหารไม่แพงเมื่อเทียบกับร้านในย่านเดียวกัน,  B-PricePos
ลูกค้าทยอยเข้าร้านกันเยอะแล้วครับ,  O
แต่สบายๆ,  O
เพราะร้านใหญ่,  O
ที่นั่งเพียบเลยบรรยากาศ,  O
:,  O
ร้านบรรยากาศดี,  B-GoodView
มีที่นั่งรองรับลูกค้าได้เยอะ,  B-ConveniencePos
นั่งสบายๆครับรสชาติ,  B-ConveniencePos
:,  B-FoodPos
อร่อยครับ,  I-FoodPos
ถูกปาก,  B-FoodPos
จัดจานมาดี,  B-FoodPos
สะอาดสะอ้านน่าทานด้วยครับราคา,  B-CleanPos
:,  O
เมนูมีหลากหลาย,  B-VariousPos
ราคามาตรฐานนะครับ,  B-PriceNeu
สมเหตุสมผลการบริการ,  O
:,  O
ต้อนรับลูกค้าดี,  B-ServicePos
ยิ้มแย้มแจ่มใส,  I-ServicePos
มาวันธรรมดาช่วงเที่ยง,  O
คนแทบไม่มีเลยสามารถเข้าร้านได้เลย,  O
แต่พอใกล้บ่ายๆคนเริ่มมาเยอะแล้วเต็มร้าน,  O
บรรยากาศร้านชิลๆดี,  B-GoodView
ลมพัดเย็นสบาย,  O
อาหารมีเมนูให้เลือกเยอะมาก,  B-VariousPos
คนที่ไม่ทานอาหารทะเล,  O
ก็สามารถมาทานได้,  O
